Ulasan,Prediksi Sentimen,Label Prediksi,Label Asli
awal senang pakai aplikasi maxim tp lama lama makin kesal masa bikin tuju jemput udh benar malah jemput tempat tuju aneh kalau gak tau chat kek tanya jangan sok tau hadehh terus kasih alamat udh jalan deket malah cari jalan paling jauh sampe kadang telat kadang byk yg minta cancel dgn alas ban bocor banyak bgt lah alesannnya,0.37681394815444946,0.0,0.0
drivernya baik bgt ramah mobil bersih wangi anak mobil dipasangin lagu cocomelon jga pokok best deh,0.9996978486888111,1.0,1.0
gmn to xim mau login kow gax sms gax masuk payah,0.07554298639297485,0.0,1.0
puas,0.9696573354303837,1.0,1.0
maxim bantu baik utama driver nya susah sekali biar udah naik tarif tetap gak padahal liat banyak driver nya cmn tdk yg mau maxim apa tuju nya bantu apa terus map nya anehh tambah jauh padahal lokasi dekat putar jauh lokasi aneh bin ajaib apk maxim,0.9072348177433014,1.0,1.0
harga murah dn driver nya gercepmakasih maxim tahan layan,0.7538879215717316,1.0,1.0
banyak driver ikut sop motor daftar sesuai sama pakai bahaya tumpang tindak baik,0.9633068777620792,1.0,1.0
baik,0.9890573062002659,1.0,1.0
map butut lokasi gak jelas driver nya gak tau jalan gak ramah,0.08791303634643555,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
sangat bantu,0.9879697691649199,1.0,1.0
ramah baik,0.9998866523019387,1.0,1.0
parah sih yg mobil klo order jarak dekat mau ambil tumpang saling over sama maxim dn alih tdk yg mau ambil akhir naik transformasi umum,0.5038696229457855,1.0,0.0
parah banget driver maxim sering banget order maxim food driver ga mau ambil mentang ongkir bawah rb padahal banyak driver keliling,0.04667085409164429,0.0,0.0
layan jelek sekali masak lampu merah terobos diludahin orang aku mau diturunin pinggir jalan gimana sih gajelas banget drivernya,0.11645478010177612,0.0,0.0
respon cepat ramah,0.9996285819797777,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
maxim tambah parah,0.29265642166137695,0.0,0.0
baik,0.9890573062002659,1.0,1.0
jalan hemat nyaman aman sampe tuju,0.9997691528260475,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
delay waktu top up wallet isi terlalu lamadan opsi bayar digital sedia mesan makan,0.44836241006851196,0.0,1.0
server nya baik koneksi lancar bahkan coba app hubung jaring terus aplikasi maxim,0.9867693865671754,1.0,1.0
heh dongo driver lu godain cewe gw jing kalo punya driver etika nya jaga bos jgn kek kambing dateng bulan,0.25180143117904663,0.0,0.0
driver ramah amanah,0.9992397304740734,1.0,1.0
apk paling ga jelas,0.20929068326950073,0.0,0.0
fitur cancel makan baik mau mau cancel yaa karna mau batal beli dicancel ubah order bikin susah,0.21959233283996582,0.0,0.0
manatp buat abang nya ramah,0.9997153656731825,1.0,1.0
sangat kecewa argo tumpang sama driver beda lebih d baik gak mau lah naek maxim payah,0.5120251476764679,1.0,0.0
bagus banget cepat ramah driver nya,0.9999037476300145,1.0,1.0
gak recomended kasihan driver order tdk dpt driver sekali malah tiba minta login pas masuk login tunggu otp dpt otp drivernya terus chat via apk tp ndak bs balas karna login cuma kasihan sama driver yg dpt order tp gak bs balas chat nya karna tdk bs masuk akun dapat kode otp coba kali sampe via tlp tdk utk otp padahal nomor aktif sblm nya sllu order via maxim tega banget maxim,0.08564543724060059,0.0,0.0
driver online banyak gak atributmotor gak sesuai aplikasi woi min seleksi tu driver loojol kayak opang,0.04186981916427612,0.0,1.0
salah satu oknum ojol hendak laku leceh perempuan jam wita palu sulteng pes lalu apk mohon baik kait masalah sebut jadi sangat wajar laku ojol sebut jadi langkah depan halhal ingin hindar sungguh miris mohon baik kait oknumoknum ojol sebut mohon tanggap serius,0.5156126916408539,1.0,1.0
soal driver nya bnyk yg genit tibatiba ngechat lgi minta no wa trauma naik maxim nya dah gitu mutermuter lgi klo tuju tuju nya kecewa sya sma maxim,0.07263296842575073,0.0,0.0
sangat bagus,0.9970667778979987,1.0,1.0
asik ajak ngobrol ramah oke lah,0.9999540287644777,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mantap tepat waktu good jobb,0.99992580194521,1.0,1.0
driver nya sangat baik ramah cepat,0.9999324026575778,1.0,1.0
baik ramah,0.9998861852800474,1.0,1.0
bingung cancel order makan malah gak order pindah makan driver payah,0.019952714443206787,0.0,0.0
mau psen mkanan lama bgt g dpet dpet,0.5766082108020782,1.0,1.0
supir profesional batal tunggu mnt,0.4022356867790222,0.0,0.0
sopir ramah terima kasih pak,0.9999691324919695,1.0,1.0
aplikasi jelek mesen maxim malah bawa kabur smpe kubur sama driver padahal lokasi turun jauh coba pihak maxim cek sehat driver lamar kerja adakan cek narkoba karna driver kemarin pesan kurang waras wajah beler orang narkoba,0.09599876403808594,0.0,0.0
drivernya ramah,0.9970483782235533,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
kurir lama nyangkutnya tambahin mulu ongkirnya padahal jarak deket,0.21959513425827026,0.0,0.0
pak drivernya sopan ramah,0.9998723460448673,1.0,1.0
sumpah maxim udh update nontunai bayar ny udh ku isi eh ga pake pdhl uang masuk loh ga jelas aplikasi nya,0.06287962198257446,0.0,0.0
lebih jeli pihak maxsim sortir drivernya banyak mengunakan jasa suntik reting megakipatkan tidak sesuai skil drive kualitas jadi turun,0.5885410308837891,1.0,1.0
kurir nya ramah baik cepat memang baik maxim tetap tahan,0.999945612904412,1.0,1.0
on time makasih abg,0.9797143004834652,1.0,1.0
terima kasih kk,0.9997087407682557,1.0,1.0
pusing kalo search lokasi mana manual,0.3082927465438843,0.0,0.0
tegur buat guna maximtolong kalo mau cencel konfirmasu dulu jangan se enak nya batalin orderandriver udah jemput udah mau sampecencel se enak nya rugi driverbagi driver se tetes bansin suap nasi,0.9674785286188126,1.0,0.0
kakak sangat ramah terimakasih kak,0.9999365382318501,1.0,1.0
map gajelas kocak bet,0.7643058598041534,1.0,1.0
kalian usut driver kalian yg kena sentuh plastik kendara aja minta ganti boikot maxim kota medan,0.2558782696723938,0.0,0.0
baik,0.9890573062002659,1.0,1.0
kecewa sih sama maximmasa kalau abis bayar gojek bilang gak kembali teruskalo sekali kali sih oke iklasintapi kalo tiap naik ojek gak kembali nya kannyebelin dong solusi pihak maxim terimakasih,0.5712190866470337,1.0,1.0
tipu anjeng,0.4047943353652954,0.0,0.0
baik,0.9890573062002659,1.0,1.0
keren,0.9394704177975655,1.0,1.0
jelek apk susah daftar,0.05928623676300049,0.0,0.0
kok aplikasi tdk log in sll minta kode tp tdk masuk masuk no yg daftar aneh,0.022460222244262695,0.0,0.0
gaa si bagi food nya bayar pake wallet maxim tiba kembali dana lama,0.08661860227584839,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
gimana sihpesen makan mau batalin tp g bisamaksa banget klo ngefoodyg nama batal ga jadi order bukan malah ngasih pilih ubah order naikin harga order,0.042666077613830566,0.0,0.0
ramah gesit,0.9963669194839895,1.0,1.0
aplikasi bung jelek,0.15929007530212402,0.0,0.0
oke sih,0.9934309325180948,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
kasih pengertiannotifikasi semua driver sanksi nyuntuk driver yg suka alas biaya parkir lampir bukti padahal sy hampir tiap hr sen expres tarif sdh sy naik dr normal msh bnyk sj driver alas biaya parkir,0.7756319940090179,1.0,1.0
goblokkk kode kagak masuk,0.35453617572784424,0.0,0.0
murah sih sayang susah banget buat kemudi kadang ga dateng dateng heran banget tingkat dong,0.22083944082260132,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
cepat ramah,0.9991084634675644,1.0,1.0
driver ngga yg mau ambil kalau bayar ngga tinggi padahal yg nentuin apk malah ngga yg ambil mending apk seblah cepat responnya,0.05127227306365967,0.0,0.0
driver ramah,0.994302005507052,1.0,1.0
apk paling kacau pas order berapa pas tempat harga beda gila banget nih maxim naikin harga gaada otak,0.10388648509979248,0.0,0.0
good,0.9906724849715829,1.0,1.0
aplikasi error gabisa buka,0.10264581441879272,0.0,0.0
nyamann banar ai,0.5848404765129089,1.0,1.0
titik gak jelas,0.12079125642776489,0.0,0.0
sangat mudah guna,0.9962805679533631,1.0,1.0
cepat aman,0.9971447084099054,1.0,1.0
good,0.9906724849715829,1.0,1.0
aplikasi percaya kecewa driver bertanggungjawab pihak maxim beri sanksi kembali uang customer alas barang antar padahal barang pernah hingga bahkan bukti kirim tetap ganti rugi pihak maxim alas tanggap driver alas macam apa,0.21603453159332275,0.0,1.0
order penuh suwito kayudi honda mobilio warna abuabu nopol rhf terima kasih atas jalan rating,0.9987170599633828,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
baik puas,0.999801218698849,1.0,1.0
maxim payah skrg pesan ojek dpt drivernya jauh pdhal banyak driver jadi lama tunggu baik sistem nya arau banyak konsumen alih aplikasi,0.3468806743621826,0.0,0.0
terima kasih,0.999135100049898,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
masyaallah driver sangat baiksabardan jujur verygood,0.9732090942561626,1.0,1.0
mau minggu order jam jam driver gak terima pesan entah masalah apa entah driver nya pilih pilih order memang lihat ongkir nya sangat kecewa upah tambah terus cepat terima guna aplikasi saat orang sakit butuh cepat antar malah begini,0.5706502497196198,1.0,0.0
layan bagus,0.9936282229609787,1.0,1.0
udh top up ga masuk maxim wallet nya aneh banget rugi,0.09834855794906616,0.0,0.0
aplikasi tiba error susah login,0.025253355503082275,0.0,0.0
sangat ramah,0.9978517529089004,1.0,1.0
drivernya ramah,0.9970483782235533,1.0,1.0
kayak suka bikin order fiktif lahir rahim babi dah makanya edukasi dulu ortu lu anak biar gk ngehasilin anak babi,0.13397526741027832,0.0,1.0
not a good app,0.9748258925974369,1.0,0.0
sangat baik,0.9979219604283571,1.0,1.0
driverx baik,0.9958492056466639,1.0,1.0
baik ramah supirnya,0.9998910958165652,1.0,1.0
driver lu kayak anjink semua tau gk apk abal abal kualitas sdm rendah semua driver nya jijik najis gk didik gk punya attitude,0.04753214120864868,0.0,0.0
mapsy parahtitik pnjmputn tuju susah pasmash tetap gojek grab,0.13532143831253052,0.0,0.0
buruk jelas blm kasih rincian harga makanannyaongkirdkk tiba udah mes aja udah gitu gk batal aplikasi rugi,0.2023165225982666,0.0,0.0
susah bgt nyarii driver nya,0.13842099905014038,0.0,0.0
aplikasi nya sering eror alamat sering ubah sendiri padahal alamat udh pas,0.04866117238998413,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
kali masalah sma drivernya yg pertama driver katain blng jmpt sesuai titik pdhl jelas salah bukti ss nya trs blng slalu bayar kurang karna udh jmpt kali tpi gk tau posisi yg dua driver gk mau jmpt msk k dlm gg minta dpn gg karna gg nya kecil pdhl msh jauh dri titik klo gk nerima order karna jlnnya mending gk ush terima aja yaa ksh bintang karna layan dri driver sangat penting moga tindak lanjut yaa,0.7904846370220184,1.0,1.0
aplikasi ny bnrn chat ny lama masuk smpe ngoceh driver ny pdhl aplikasi tdk tutup ntah ap,0.11284315586090088,0.0,0.0
sangat bagus makasih,0.9996997891867068,1.0,1.0
maps nya lebih sulit ngaturnya kalau pesan gocar dapat yg jarak selalu jauh jadi lama banget nunggu nya,0.299449622631073,0.0,0.0
sangat kecewa dgn layan kemudi maxim alamat tuju kemudi maxim tau alamat salah lihat maps suruh order pesan hubung sdh terlalu lama tunggu mau batal karna sdh buat mode jalan padahal posisi blm dlm mobil sdgkan posisi maxim tdk tau sdh batal sdgkan sdh lama tunggu sangat kecewa dgn layan kemudi maxim,0.09936422109603882,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
abnang nya ramahpelayanan okemakasih mqxim,0.5983661711215973,1.0,1.0
hari minta kode otp log in gak kasih gimana mau order layan log in akun,0.5172507166862488,1.0,1.0
apk gak login aja gabjsa,0.07946902513504028,0.0,0.0
awal kasih bintang full gak masalah murah aplikasi sebelahnah hari kecewa berat dgn driver maxim yg benar kasar padahal sy sedang bawak anak kecil sy sampe takut pas bapak driver ngegas bentak depan umumpokoknya alam paling enak lama guna aplikasi maximjika kenan oknum driver nya out ajabahaya min sempat bawak ibuk yg sakit jantungasli trauma sy rasa sampe detik inijika butuh info driver,0.4958566427230835,0.0,0.0
alam sen maxim waktu order harga nya pas lokasi tiba ubah gimana yaaa konsep kok ngga sesuai harga order alam fahta ngga bohong sayaklo ngga percaya kalian coba sendiri,0.029402554035186768,0.0,0.0
baik ramah,0.9998861852800474,1.0,1.0
log in terlalu sulit,0.20073610544204712,0.0,0.0
baik bagaimana cara dapat code promo ulang,0.9990838303347118,1.0,1.0
sebenernya suka pake maxim harga sangat jangkau naik kali sangat kecewa sama drivernya sama sekali gak ramah mulut bikin pedes kuping bikin emosi naik jg bayar gak gratis sayang gak ngasih bintang drivernya cuma ngasih jempol,0.5688474774360657,1.0,1.0
baikk,0.6446661055088043,1.0,1.0
aplikasi memang bagus hitung murah drivernya ingat utk pilih costumer utk pickup rupiah ga bakal ambil kcuali dinaikin smpe rb baru ambil bener bikin keselll daerah gorontalo,0.8818506747484207,1.0,1.0
sangat ramah sopan tumpang,0.9996144355100114,1.0,1.0
good,0.9906724849715829,1.0,1.0
lebih gojek maxim tolol,0.4311957359313965,0.0,0.0
baik,0.9890573062002659,1.0,1.0
layan bagus,0.9936282229609787,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
pusing maps nya ga alamat tuju,0.13078951835632324,0.0,0.0
jujur jujur,0.9976857744622976,1.0,1.0
trimakasih kk dah tepat waktu,0.9923582524061203,1.0,1.0
mantap orang rama,0.9980056073982269,1.0,1.0
susah banget dapet otp doang,0.1331394910812378,0.0,0.0
aplikasi taii mau top dana duit ga masukk masuk ga jelasss,0.1191973090171814,0.0,0.0
sangat puas,0.9938790872693062,1.0,1.0
good job,0.9992769314558245,1.0,1.0
tera kasih sangat bantu jalan,0.9997650457080454,1.0,1.0
isi saldo kaspro notifikasi gak perinci gak saldo gak langsung masuk gak jelas bnget,0.011963486671447754,0.0,0.0
la kalo orang pesan makan tu cepat dikit masak mau batal gk ad yg mau ambil order suruh ubah order,0.07942461967468262,0.0,0.0
kalo udh usut driver yg nabok bocil gw kasih bintang,0.9797360152006149,1.0,1.0
overall bagus apk nya cum oknum maxim nya kadang up harga tahu langgan kadang maksa minta up ongkir ga nyaman banget,0.9894366059452295,1.0,1.0
gk jelas maxim order fiktif nya hari nyalain aplikasi kgk nyangkut sma skli,0.13089466094970703,0.0,1.0
guna maxim mohon ketat banyak order tipu mohon sekali baik order jadi sulit driver takut kena tipu,0.8009192198514938,1.0,0.0
good,0.9906724849715829,1.0,1.0
apa coba mesan makan ga cancel,0.09971201419830322,0.0,0.0
aplikasi nge bug layar putih pas cek keranjang padahal mau beli makan parah,0.11049968004226685,0.0,0.0
sangat puas,0.9938790872693062,1.0,1.0
kbnyakan nolak,0.4945567846298218,0.0,0.0
senang sekali ad aplikasi maxim sangat bantu drivernya sangat baik ramah n cepat mksh,0.9998604495049221,1.0,1.0
sangat bantu untu cepat cari taksi,0.995094966609031,1.0,1.0
emang sih murah keg kasi gitu gak si sama supir nya first time pake maxim bandar lampung jarak km rumah kampus tarif nya padahal aku sen car,0.22143185138702393,0.0,0.0
sangat bagus,0.9970667778979987,1.0,1.0
drivernya ramah banget mau nunggu sabar,0.9993190515087917,1.0,1.0
buat apa tdk asuransi kecelakaanya aaplikator murah hancur apk,0.15143412351608276,0.0,0.0
ga ngirim foto drivernya banyak kurang ramah,0.9512379467487335,1.0,1.0
payah harga ubah itungan menit,0.09668731689453125,0.0,0.0
mobil nya kalo jarak dekat canceljelek banget kesan aplikasi padahal harga rb,0.5703200101852417,1.0,1.0
aplikasi sedia ewalet nama kaspro banyak driver batal order pakai kaspro baik layan terimakasih,0.9405138716101646,1.0,1.0
tadi sen pas nyampe malah jadi waduh gimana nya,0.17843300104141235,0.0,1.0
bantu sangat,0.9878133600577712,1.0,1.0
map nya baik bayar online,0.9952671630308032,1.0,1.0
maaf kasih bintang satu semua drivernya suka pilih order lebih tinggi ongkirnya banding murahtolong tindak driver sering pilih order,0.927390992641449,1.0,1.0
drivernya ramah sekali,0.998242074274458,1.0,1.0
aplikasi buruk layan driver car kalau gak niat buat kerja gak usah kerja bos kasih order malah cancel terus pinter nerima drive bos jangan driver tolol terima kerja,0.08198773860931396,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
luar biasa mantap,0.9994480445166118,1.0,1.0
paksa daftar aplikasi,0.2997246980667114,0.0,0.0
maxim sekarang jelek sen makan sore datang malam bangat jam tengah malam pesan terima cancel gak sen makan hati aja saudara,0.03371477127075195,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
kemudi ramah aman,0.9998357603762997,1.0,1.0
map nya kecil baru download aplikasi maxim gak pernah order ojek map nya susah gak ketemu map nya kecil,0.012283027172088623,0.0,0.0
hormat admin maxim harga lebaran jadi double harga belum sangat rugi kata murah,0.14926719665527344,0.0,1.0
good job,0.9992769314558245,1.0,1.0
adain fitur batal pesan bagi foods cape nunggu menit cuma buat nunggu batalin,0.33796149492263794,0.0,0.0
abang baik bgt baik lahh abang yaaa,0.9999052966522868,1.0,1.0
sangat bagus layan,0.998065241612494,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
baik,0.9890573062002659,1.0,1.0
layan mantap,0.9949238416738808,1.0,1.0
jelekbanget loading terus ga masuk masuk bikin ngehambat waktu,0.29590970277786255,0.0,0.0
good,0.9906724849715829,1.0,1.0
susah banget login nya udh nomor nunggu otp ngga muncultaunya udh lebih batas baik layan kok gak jelas,0.21914803981781006,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
good job,0.9992769314558245,1.0,1.0
apa gw mau login kaga kode masuk samsek pdhl nomor gw udh bner,0.7579142600297928,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
sngt baikk,0.7313489615917206,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
rani snae order batal lwt order nya,0.13778162002563477,0.0,0.0
bohong kamu bohong,0.2474498152732849,0.0,0.0
drivernya malesan order ga mau ngambil sampe udah jam cepat cari nambah duit tetep aja gada yg mau ambil pdhl liat driver banyak keliling drivernya jual mahal,0.6897447407245636,1.0,0.0
tlng maxim dihps dr muka bumi nh krna drivernya gk tau diri songong smua bru jd driver aj udh songong sya gk mau ad lg maxim dr muka bumi nih,0.1754298210144043,0.0,1.0
terima kasih buat driver maxim toyota rushlupa no plat yg kembali barang dagang waktu yg tepat padahal gag tau kl brrng jual tinggal mobil saking banyak barang yg bawa moga jujur baik driver tsb si balas allah kali kali lipat aamiin,0.9984136241255328,1.0,1.0
sy salah jalan,0.43622082471847534,0.0,0.0
rating nya kemudi nya toxic aku mau sen batal langsung toxic bicara,0.10581231117248535,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
baik,0.9890573062002659,1.0,1.0
maxim sangat okehrg sahabat uniy mana mana,0.9765000697225332,1.0,1.0
susah masuk aplikasi,0.15211844444274902,0.0,0.0
ko aku ga login nomor ku pake nomor laen ga bisaa,0.19773483276367188,0.0,1.0
buruk,0.3179672360420227,0.0,0.0
dana lenyap makan maxim,0.43076640367507935,0.0,0.0
mobil bersih,0.9216367825865746,1.0,1.0
ramah mantap sahabat bersih,0.999964342219755,1.0,1.0
login akun udah minggu entah apa padahal udah hapus terus instal tetep gak masuk,0.04624283313751221,0.0,0.0
aplikasi error buka padahal butuh urgent,0.10632491111755371,0.0,0.0
aplikasi sampahbnyak keluh gak pernah evaluasi,0.06994837522506714,0.0,0.0
nyaman,0.9497606717050076,1.0,1.0
saran jangan pernah isi saldo maxim masuk lama uang gabisa d ambil poko jangan moga uang ga berkah,0.5569621622562408,1.0,1.0
aplikasi keren mudah cepat tuju,0.9995408039831091,1.0,1.0
ga promo kaya ijo ijo titik jeput tuju suka ga sesuai sering error aplikasi padahal selalu update,0.050760090351104736,0.0,1.0
oke bagus,0.9998110681917751,1.0,1.0
susah mau driver,0.21824675798416138,0.0,0.0
rekomended,0.6167742013931274,1.0,1.0
lama kirim kode buat log in daftar nya,0.7104547321796417,1.0,1.0
best,0.9350951835513115,1.0,1.0
order penuh abdul rifai motorcycle warna biru tua nopol ktbay terima kasih atas jalan rating,0.9995035118190572,1.0,1.0
the best,0.9857358178123832,1.0,1.0
aplikasi tingkat banyak driver keluh costumer karna terlalu banyak driver jadi order makin sedikit bahkan order rebut banyak nya driver maps lebih tingkat lebih mudah cari titik tuju tambah fitur kirim file gambar telfon,0.12173300981521606,0.0,0.0
baik,0.9890573062002659,1.0,1.0
sangat muas drivernya sangat baik kooperatif mobil sangat bersih cara kendara halus pokok sangat puas beliau driver tahan sangat bagus pelayanannyabravo,0.9997848195052939,1.0,1.0
terima kasih atas layan baik,0.9999588065038552,1.0,1.0
layan baik,0.9955610162578523,1.0,1.0
good,0.9906724849715829,1.0,1.0
susah buka nya,0.2216213345527649,0.0,0.0
makasih abang,0.987294003367424,1.0,1.0
baik,0.9890573062002659,1.0,1.0
sangat puas,0.9938790872693062,1.0,1.0
aplikasi bingung kasihan drivernya customer salah order karna aplikasi nya terlalu ribet,0.03645503520965576,0.0,0.0
aroor mes padahal jaring bagus,0.9923673775047064,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
sangat senang guna maxim orgnya baik semua tdk kecewa tumpang,0.985286614857614,1.0,1.0
baik lgi aplikasi nya,0.9963922428432852,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
selalu lama lodingnyaa mau pesan makan pas pencet keranjang malah lama bangett sampe udah hapus aplikasi maximnya lot parah,0.06684201955795288,0.0,0.0
aplikasi jelas mending tetangga nya,0.4668263792991638,0.0,1.0
hari juni pk pagi anak perempuan mes maxim motor dr rusun bidaracina sma n biasa nya tempuh menit tp menit lebih sekolah krn drivernya mutermuter entah anak takut minta turun driver minta bayar tarif normal akhir anak masuk sekolah krn lambat takut mohon tangan driver nama prasetyo bayu dg no b tbl,0.14934247732162476,0.0,0.0
gimana sih orang nyari alamat jemput susah banget,0.06237608194351196,0.0,0.0
tepat waktu sesuai harap,0.9610872939229012,1.0,1.0
ngga terlalu cepat terlalu lambat pas pokok baik,0.9851898439228535,1.0,1.0
cepat ramah,0.9991084634675644,1.0,1.0
mohon maaf y agk kasar kok mesen makan malah jastip malah datang jam mesen dah jam baik lah dikit gk batalin klo males bgt pake aplikasi g jelas,0.303785502910614,0.0,0.0
pesan tarif rb pas tuju mau bayar langsung bengkak jd rb maksud gmn y apa awal kasih murah biar pesan pakai aplikasi,0.6714641749858856,1.0,1.0
oke,0.981120316311717,1.0,1.0
sangat nyaman simpel satset pollll pkonya,0.9908295460045338,1.0,1.0
rekomen,0.5642677247524261,1.0,1.0
gak login nomor padahal nomor bener,0.42318516969680786,0.0,0.0
baik sekali,0.9960167235694826,1.0,1.0
development aplikasi kalau bikin rute cerdas dikit jangan asal rute dekat jelas malah bikin rute mutermuter aplikasi online paling konyol,0.04422736167907715,0.0,1.0
good,0.9906724849715829,1.0,1.0
ramah konsumen,0.9969600888434798,1.0,1.0
lama order terima mau rejeki,0.9955854648724198,1.0,1.0
layan maxim yg dulu sekarang beda dulu berapa order delivery drivernya antusias nah skrg drivernya pilihpilih,0.46992218494415283,0.0,1.0
apa pas order drive mobil nunggu nya lama banget sampe dapet sekali dapet drivenya semena mena batalin pesan kalau x gk masalah berkalikali sampe x bayangin udh nungguin depan mall pikir udah dekat pemberitahuannya bakal sampe menit tau tau apa abang dateng kagak batalin iya kek gitu terus sampe x,0.09419101476669312,0.0,0.0
aplikasi ribet sekali mau pesan koh sulit,0.10304504632949829,0.0,0.0
kurang srek sama fitur tunggu bayar yaa langgan tunggu lama kena bayar,0.16420507431030273,0.0,0.0
kasih promo min biar makin rame buat foodshoop auto gojektolong baca min biar lebih mudah cepat langgan mangantar makan makasihh,0.9991590846329927,1.0,1.0
driver baik,0.9944812632165849,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
alhamdulillah selamat trima kasih abang ojek,0.9997498268494383,1.0,1.0
aplikasi taikkkkk jelek driver gak sopan marah marah huh bikin lapor kagak coba duo ijo kek gitu pm akun ni maxim taikk,0.03845411539077759,0.0,0.0
dapetnya yg jauh terus balesnya lama aplikasi aneh masa ga liat jawab abang nya baik,0.9504138641059399,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
wahh maxim bagus bgt jangkau deh harga nya kantung anak sekolah ojek nya ramahramah baikk,0.9495315402746201,1.0,1.0
baik,0.9890573062002659,1.0,1.0
driver baik,0.9944812632165849,1.0,1.0
baik sekali,0.9960167235694826,1.0,1.0
hatihati bawa kendara terimakasih pa,0.9978267820551991,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
driver maxim yg baik yg nya driver sombong nolak nolak customer bukan sekali kali d tolak klo niat gk kerja gak usah online karna jarak yg deket padahal urgent karna ongkos yg murah padahal klo kasih ongkos selalu q lebihin bikin kecewa,0.6512780785560608,1.0,0.0
mantap,0.9869583463296294,1.0,1.0
kok gabisa masuk yah padahal udah pake no hp pesan nya ga masuk kalo verifikasi nya pake wa aja,0.4264160394668579,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
sangat bantu butuh tumpang,0.9971270787063986,1.0,1.0
payah app ganti hp log in nomer terlalu banyak padahal pernah kirim nomer otp nya jadi pake app belah,0.1280803680419922,0.0,0.0
order box banyak sopir g jujur sen mobiltukang angkat malah g mw angkat,0.12214559316635132,0.0,1.0
sanga baik layan nya,0.9981424893485382,1.0,1.0
ga jelas banget ngisi wallet ga dipake buat beli food maxim wallet blokir lalu gimana solusi ny maxim ga peduli banget lama response,0.061192870140075684,0.0,0.0
bantu tambah fitur kirim gambar chat mudah komunikasi tumpang driver,0.9902353882789612,1.0,1.0
gak promo,0.33680182695388794,0.0,0.0
ramah driver nya,0.9978612505365163,1.0,1.0
sangat puas,0.9938790872693062,1.0,1.0
ramah baik,0.9998866523019387,1.0,1.0
login batas minta nomor hp bikin susah orang aja login dg email jenis,0.22479230165481567,0.0,0.0
baik bagus,0.9998660129058408,1.0,1.0
aplikasi gak bs buka,0.0941624641418457,0.0,0.0
mitra nya bagus ontime ramah cuman it development nya yg cunguk kaspro wallet klo siap dipake jangan dulu rilis kunyuk isi saldo k baru sekali jalan dgn nominal k masa iya sisa tinggal rupiah terus klo top up sisa tadi ilang saldo baru potong rupiah,0.9709993358701468,1.0,1.0
ga jelas anjg orang pesan kendara mobil awal k jadi k padahal ga pencet apa apa tempat jemput samapai tuju dekat tp malah ga jelas maxim ngasih harga begitudikasih harga maxim nya langsung k padahal awal k gaje,0.07120358943939209,0.0,1.0
aplikasi masalah tiba ngeblank skrg ga bs login ud instal uninstal kali tp tetep ga bs dsuruh coba beberapa menit lg hufttt bad,0.02178800106048584,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
tempat tuju selamat,0.980170950293541,1.0,1.0
apk lelet sinyal bagus gbisa msuk apk,0.9881367385387421,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
terima kasih bang,0.9997416435508057,1.0,1.0
ongkirnya mahal sih naik melunjak biaya ngga awal ongkirnya ribu sekarang naik jadi ribu,0.05631232261657715,0.0,0.0
baik,0.9890573062002659,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
good,0.9906724849715829,1.0,1.0
banyak maka apk inisampai pesan maxim tak mau bayar ujung si driver yg rugi banyak d baik sistem,0.5820127129554749,1.0,0.0
ramah,0.9885368775576353,1.0,1.0
cepat aman orgnya sopan,0.9993381281965412,1.0,1.0
