processed_text,vader_sentiment
"['kaspro', 'ilang', 'sendiri', 'terus', 'terus', 'sampe', 'bingung', 'lari', 'niat', 'hemat', 'malah', 'boncos', 'mana', 'driver', 'jarang', 'nerima', 'kaspro']",negatif
"['tindak', 'lanjut', 'driver', 'nama', 'suryadi', 'mobil', 'inova', 'nopol', 'banl', 'mobil', 'yg', 'tera', 'apk', 'yg', 'jemput', 'sama', 'apk', 'inova', 'nyata', 'calya', 'sangat', 'ramah', 'minta', 'argo', 'tambah', 'yg', 'paling', 'jijik', 'rokok', 'mobil', 'bawa', 'anak', 'kecil', 'tegur', 'malah', 'turun', 'tengah', 'jalan', 'ngerem', 'dadak', 'anak', 'umur', 'thn', 'jatuh', 'bangku', 'pihak', 'maxim', 'notice']",positif
"['tindak', 'lanjut', 'driver', 'suka', 'nyolong', 'pesan', 'pagi', 'sampe', 'sekarang', 'pesan', 'bom', 'antar', 'mohon', 'tindak', 'lanjut', 'kaya', 'gin', 'rugi', 'orang', 'btw', 'ngantar', 'barang', 'jual', 'malah', 'colong', 'pls', 'paling', 'ga', 'tega', 'kalo', 'liat', 'driver', 'kadang', 'cancel', 'bohong', 'sama', 'cust', 'nya', 'jadi', 'tiap', 'pesan', 'mesti', 'uang', 'lebih', 'minta', 'tindak', 'nopol', 'nya', 'lcak']",negatif
"['aplikasi', 'ga', 'jelass', 'kode', 'nya', 'hasil', 'saldo', 'guna']",negatif
"['aplikasi', 'maxim', 'bilang', 'kok', 'jadi', 'sih', 'aneh', 'minta', 'rp', 'terus', 'aja', 'bentak', 'alamat', 'nya', 'udh', 'bener', 'kok', 'salahin', 'napa', 'dah', 'bapak', 'nya', 'dihh', 'kesel', 'bilang', 'mahmud', 'jauh', 'maksa', 'nurunin', 'pakai', 'padahal', 'lokasi', 'jauh', 'map', 'hp', 'hp', 'langsung', 'liat', 'aja', 'bener', 'nyata', 'jauh', 'mama', 'ku', 'ngomel', 'adu', 'mulut', 'kakak', 'aku', 'mamah', 'aku', 'adu', 'mulut', 'sama', 'bapak', 'nya', 'bapak', 'nya', 'kasar', 'kesel', 'gamau', 'sen', 'maxim', 'bapak', 'nama', 'bapak', 'suardi', 'lubis']",negatif
"['gak', 'usah', 'pakai', 'aplikasi', 'maxim', 'inidriver', 'nya', 'gak', 'amanahbisa', 'bisa', 'biaya', 'ubah', 'cek', 'nyata', 'buat', 'biaya', 'tunggu', 'lama', 'menituntuk', 'driver', 'nama', 'nopal', 'lokasi', 'medanbaca', 'yaajangan', 'jadi', 'tipu', 'makan', 'uang', 'orang']",negatif
"['kecewa', 'maximnya', 'nunggu', 'hampir', 'tengah', 'jam', 'gk', 'dateng']",negatif
"['aplikasi', 'buka', 'kata', 'hubung', 'layan', 'harap', 'periksa', 'internet', 'padahal', 'ganti', 'provider', 'bahkan', 'pakai', 'jaring', 'wifi', 'buka', 'akses', 'apk', 'maxim', 'bagaimana', 'mau', 'order', 'mending', 'belah', 'aja', 'kalo', 'gitu']",positif
"['driver', 'nya', 'bejat', 'semua', 'suka', 'mentak', 'ancam', 'kayak', 'org', 'pakai', 'narkoba']",positif
"['kenapaa', 'ongkos', 'nya', 'jd', 'naik', 'pdhal', 'pas', 'order', 'k', 'tpi', 'pas', 'udh', 'tuju', 'jd', 'naik', 'k', 'tera', 'waktu', 'tunggu', 'pdhal', 'yg', 'nunggu', 'lama', 'knp', 'yg', 'kena', 'naik', 'ongkospengemudi', 'nya', 'jg', 'kebut', 'rugi', 'sekali', 'rasa', 'nya', 'mending', 'aplikasi', 'belah', 'dripda', 'disni', 'gajelas', 'waktu', 'tunggu', 'malah', 'kena', 'penumpangtolong', 'dong', 'rugi', 'x', 'iniudh', 'jantung', 'org', 'buat', 'kemudi', 'nya']",negatif
"['titik', 'lokasi', 'ga', 'sesuai', 'terus', 'capekkkk']",negatif
"['memang', 'aplikasi', 'nya', 'murah', 'gak', 'enak', 'pas', 'mesen', 'trus', 'nunggu', 'eh', 'tibatiba', 'batalin']",positif
"['kurir', 'sering', 'minta', 'lebih', 'ongkos', 'padahal', 'harga', 'tera', 'apk', 'pick', 'up', 'sen', 'malah', 'bilang', 'susah', 'banget', 'alamat', 'padahal', 'sesuai', 'titik', 'maxim', 'hadeuhhhh', 'trauma', 'banget', 'pake', 'maxim', 'tandain', 'tuh', 'maxim', 'tasik', 'abdul', 'syukur']",negatif
"['drivernya', 'mesum']",negatif
"['driver', 'nya', 'hampir', 'gabisa', 'bayar', 'pake', 'kaspro', 'susah', 'nyari', 'uang', 'kecil', 'sekarang', 'tuh', 'udah', 'ngisi', 'kaspro', 'eh', 'malah', 'ga', 'kepake', 'gara', 'pd', 'gabisa', 'byr', 'pke']",negatif
"['apk', 'susah', 'masukin', 'no', 'hp', 'kode', 'otp', 'kirim', 'kirim']",negatif
"['layan', 'bagus']",positif
"['gak', 'recomended', 'kasihan', 'driver', 'order', 'tdk', 'dpt', 'driver', 'sekali', 'malah', 'tiba', 'minta', 'login', 'pas', 'masuk', 'login', 'tunggu', 'otp', 'dpt', 'otp', 'drivernya', 'terus', 'chat', 'via', 'apk', 'tp', 'ndak', 'bs', 'balas', 'karna', 'login', 'cuma', 'kasihan', 'sama', 'driver', 'yg', 'dpt', 'order', 'tp', 'gak', 'bs', 'balas', 'chat', 'nya', 'karna', 'tdk', 'bs', 'masuk', 'akun', 'dapat', 'kode', 'otp', 'coba', 'kali', 'sampe', 'via', 'tlp', 'tdk', 'utk', 'otp', 'padahal', 'nomor', 'aktif', 'sblm', 'nya', 'sllu', 'order', 'via', 'maxim', 'tega', 'banget', 'maxim']",negatif
"['kecewa', 'bgt', 'sama', 'maxim', 'masaiya', 'order', 'car', 'wktu', 'hujan', 'ga', 'drivernya', 'pdahal', 'liat', 'mapsnya', 'banyak', 'gambar', 'mobil', 'tebar', 'udh', 'pilih', 'car', 'yg', 'besar', 'naikin', 'hrga', 'jg', 'gaada', 'yg', 'mau', 'ngmbil', 'drivernya', 'sengaja', 'order', 'car', 'wktu', 'hujan', 'tp', 'malah', 'ga', 'dpt', 'drivernya']",negatif
['baik'],positif
"['banyak', 'bug', 'ga', 'sengaja', 'pencet', 'tp', 'ga', 'cancel', 'padahal', 'blm', 'dapet', 'driver']",negatif
"['harga', 'awal', 'akhir', 'beda', 'jauh', 'naik', 'hampir', 'kali', 'lipat', 'ngga', 'tau', 'salah', 'tpi', 'klo', 'memang', 'jalan', 'putar', 'sebab', 'driver', 'tau', 'ngga', 'info', 'ngga', 'maaf', 'harga', 'awal', 'k', 'harga', 'akhir', 'k', 'ngga', 'mampir', 'mana', 'ngga', 'buat', 'driver', 'nunggu', 'ngga', 'minta', 'lewat', 'mana', 'karna', 'penting', 'sampe', 'ngga', 'minta', 'ngebut', 'lai', 'klo', 'tau', 'awal', 'gin', 'mending', 'pake', 'grab', 'harga', 'maxim']",negatif
"['aplikasi', 'apasaya', 'pesan', 'titik', 'jemput', 'habis', 'bensin', 'parah', 'nya', 'mau', 'jemput', 'ponakan', 'nya', 'driver', 'dulu', 'baru', 'antar', 'sayadan', 'banting', 'pintu', 'jga', 'jual', 'jasa', 'rumah', 'sakit', 'ramah', 'kalau', 'mau', 'bukti', 'plat', 'mobil', 'nya', 'punya', 'buru', 'sanggup', 'kenpa', 'begtu', 'titik', 'pnjemputan', 'malah', 'beda']",negatif
"['rugi', 'k', 'isi', 'saldo', 'ga', 'masuk', 'masuk']",negatif
"['otp', 'nya', 'datang', 'mulupadahal', 'no', 'nya', 'aktipsudah', 'berapa', 'kali', 'coba', 'pake', 'no', 'baru', 'tetep', 'aja', 'ga']",negatif
"['driver', 'nya', 'sarkas', 'baru', 'pertama', 'kali', 'pake', 'pencet', 'mes', 'lalu', 'cancel', 'tempat', 'tuju', 'tidaak', 'sesuai', 'siap', 'tuduh', 'jahil', 'mau', 'nipu', 'padahal', 'minta', 'maaf']",negatif
"['tolongini', 'nomor', 'dua', 'blokir', 'sama', 'maximpadahal', 'ga', 'aneh', 'apk', 'ga', 'jelasgimana', 'ga', 'sepi', 'coba']",negatif
"['waktu', 'tunggu', 'nya', 'parah', 'rentenir', 'cuyyyy', 'apk', 'ga', 'pernh', 'tuh', 'ada', 'waktu', 'tunggu', 'kapok', 'pake', 'maxim']",negatif
"['aplikasi', 'payah', 'gag', 'jelas', 'order', 'food', 'malah', 'kurir', 'driver', 'datang', 'cancel', 'pihak', 'sama', 'maxim', 'aduh', 'payah']",negatif
"['sopir', 'malas', 'mau', 'jemput']",negatif
"['mau', 'pesan', 'makan', 'aja', 'susah', 'benerloading', 'terusalamat', 'g', 'update']",negatif
"['gajelas', 'marahin', 'padahal', 'bapak', 'salah', 'sakit', 'hati', 'dimarahin', 'panjang', 'jalan', 'trauma', 'banget', 'naik', 'maxim']",negatif
"['gila', 'beberapa', 'kali', 'mau', 'bikin', 'akun', 'susah', 'pake', 'banget', 'minta', 'kode', 'virifikasi', 'hp', 'baik']",negatif
"['aplikasi', 'donk', 'transport', 'air', 'speed', 'boat', 'adakan', 'mudah']",positif
"['rugi', 'konsumen', 'arah', 'gps', 'erorr', 'jarak', 'dekat', 'gps', 'ngambil', 'jalan', 'muter', 'jauh', 'padahal', 'tuju', 'tinggal', 'lurus', 'alhasil', 'ongkos', 'jadi', 'mahal']",negatif
"['masukin', 'nomor', 'hp', 'tunggu', 'kode', 'mati', 'tunggu', 'gak', 'keluar', 'kode', 'nya', 'apa']",negatif
"['manipulasi', 'driver', 'maxim', 'harga', 'rp', 'naik', 'jadi', 'rp', 'drivernya', 'manual', 'ubah', 'total', 'tarif', 'otomatisasi', 'walopun', 'cuma', 'naik', 'rp', 'sama', 'jujur', 'kecewa', 'maxim']",negatif
"['dear', 'team', 'maxim', 'dong', 'drivernya', 'diajarin', 'attitude', 'ngapain', 'rumah', 'customer', 'ngadu', 'perkara', 'cuma', 'cancel', 'gak', 'urus', 'sama', 'orang', 'rumah', 'biar', 'apa', 'coba']",positif
"['tdk', 'pesan', 'maxim', 'tbtb', 'notif', 'order']",negatif
"['kirim', 'katalog', 'kain', 'hilang', 'aju', 'komplain', 'selesai']",negatif
"['minta', 'sangat', 'udah', 'driver', 'd', 'antar', 'alamat', 'tuju', 'tp', 'knp', 'malah', 'd', 'rumah', 'driver', 'jd', 'double', 'd', 'baik', 'krn', 'bukan', 'sekali', 'kali', 'udah', 'kali', 'kali', 'kasi', 'drivernya']",positif
['baik'],positif
"['aplikasi', 'jelas', 'mending', 'tetangga', 'nya']",positif
"['guys', 'mending', 'beli', 'sendiri', 'aja', 'guys', 'beli', 'mixue', 'makan', 'tinggal', 'bayar', 'parkir', 'aja', 'murah', 'murah', 'harga', 'ongkir', 'mahall']",negatif
"['hapus', 'aja', 'aplikasi', 'kaspro', 'yg', 'gak', 'guna', 'ximorang', 'order', 'pakai', 'kaspro', 'tp', 'driver', 'nya', 'gk', 'mau', 'krn', 'saldo', 'nya', 'gak', 'pakai', 'buat', 'apacuma', 'buat', 'isi', 'pulsa', 'doang']",negatif
"['krg', 'puas']",positif
"['ko', 'tiba', 'maxim', 'keluar', 'sendiri', 'minta', 'masukin', 'minta', 'code', 'ulang', 'masukin', 'nomer', 'hp', 'code', 'ga', 'masuk', 'kaya', 'gin', 'udah', 'minggu']",positif
"['suka', 'akun', 'tp', 'deeper', 'y', 'nyampe', 'sampe', 'sy', 'd', 'omelin', 'sm', 'dreper', 'nya']",positif
"['daftar', 'tidal', 'ganti', 'nomer', 'kali']",positif
"['kurang', 'rapih', 'kurang', 'sempurna', 'aplikasi', 'sering', 'error', 'ganggu', 'banget', 'kalo', 'error', 'drivernya', 'parah', 'sumpah', 'parah', 'banget']",negatif
"['sangat', 'baik', 'ramah']",positif
"['pertama', 'maxim', 'selalu', 'muji', 'muji', 'karna', 'murah', 'bintang', 'selalu', 'makin', 'kesini', 'kecewa', 'order', 'mobil', 'pas', 'hujan', 'susah', 'nya', 'minta', 'ampun', 'sekali', 'dapet', 'padahal', 'naik', 'harga', 'sendiri', 'sampe', 'ribu', 'si', 'driver', 'minta', 'kali', 'lipat', 'sekarang', 'pesan', 'sesuai', 'order', 'dah', 'harga', 'naik', 'harga', 'tengah', 'jam', 'ga', 'dapet', 'driver', 'padahal', 'peta', 'banyak', 'mobil', 'dekat']",negatif
"['dong', 'developer', 'pantau', 'drivernya', 'masa', 'barang', 'bawa', 'kabur', 'no', 'blok', 'plat', 'nomor', 'kendara', 'b', 'hku', 'mobil', 'merek', 'daihatsu', 'sigra', 'warna', 'putih', 'driver', 'nama', 'nico', 'kamaludin', 'itikad', 'baik', 'barang', 'dagang', 'moga', 'tindak', 'dri', 'sangkut', 'utama', 'pihak', 'maxim', 'terima', 'kasih']",positif
"['kaspro', 'buat', 'flexible', 'tarik', 'bank', 'apapunsia', 'sia', 'top', 'up', 'gak', 'pakai']",positif
"['aplikasi', 'mudah', 'ojol', 'buat', 'jahat', 'sya', 'pesan', 'barang', 'selalu', 'antar', 'bawa', 'kabur', 'lalu', 'ojol', 'mudah', 'ba', 'selesai', 'order', 'hambat', 'mau', 'complain', 'online', 'susah', 'mmg', 'buruk', 'aplikasi', 'bagus', 'gojek', 'grab']",negatif
"['e', 'wallet', 'kaspro', 'jelek', 'sangat', 'sangat', 'buruk', 'baik', 'isi', 'saldo', 'masuk', 'bayar', 'driver', 'kadang', 'kirim', 'jadi', 'bayar', 'double']",negatif
"['makasih', 'bang', 'udh', 'bohongin', 'anak', 'sekolah']",negatif
"['naik', 'motor', 'maxim', 'tembong', 'richeese', 'masa', 'rb', 'sen', 'rumah', 'rb', 'pas', 'jalan', 'jadi', 'rb', 'punya', 'bukti', 'maxim', 'mobil', 'aja', 'richeese', 'tembong', 'rb', 'doang', 'nama', 'driver', 'atoyilah', 'nopol', 'motor', 'warna', 'merah', 'adr', 'segera', 'lapor', 'orang', 'bahaya', 'ubah', 'titik', 'rute']",negatif
"['map', 'nya', 'kecil', 'baru', 'download', 'aplikasi', 'maxim', 'gak', 'pernah', 'order', 'ojek', 'map', 'nya', 'susah', 'gak', 'ketemu', 'map', 'nya', 'kecil']",negatif
"['udah', 'topup', 'saldo', 'gak', 'dipakek', 'percuma', 'banget', 'ubah', 'sndiri', 'bayar', 'nyesel', 'banget', 'dehh']",negatif
"['asli', 'maxim', 'ternate', 'kacau', 'masa', 'harga', 'yg', 'cantum', 'dr', 'psar', 'gamalama', 'bandara', 'tryta', 'yg', 'dibyar', 'k', 'kn', 'kostumer', 'rasa', 'ditipusy', 'sdh', 'cancel', 'mnt', 'order', 'baru', 'ttp', 'minta', 'harga', 'segitu', 'jadi', 'atur', 'ulang', 'sistemx']",negatif
"['beda', 'tarif', 'nya', 'dkit', 'dg', 'gojek', 'tp', 'driver', 'aplikasi', 'byk', 'yg', 'gk', 'sopan', 'konfirmasi', 'order', 'via', 'chat', 'kdg', 'gak', 'selalu', 'konmsumen', 'liat', 'chat', 'apa', 'salah', 'nya', 'tlfn', 'tp', 'malah', 'ngatai', 'org', 'kolom', 'chat', 'krn', 'gk', 'baca', 'chat']",negatif
"['payanan', 'buruk', 'drivernya', 'ugalugalan', 'pernah', 'jatuh', 'sekali']",negatif
"['banyak', 'salah', 'titik', 'map', 'ngaco']",negatif
['baik'],positif
['mantap'],positif
"['driver', 'lu', 'kayak', 'anjink', 'semua', 'tau', 'gk', 'apk', 'abal', 'abal', 'kualitas', 'sdm', 'rendah', 'semua', 'driver', 'nya', 'jijik', 'najis', 'gk', 'didik', 'gk', 'punya', 'attitude']",negatif
"['peta', 'aplikasi', 'gk', 'lengkap', 'gak', 'akurat', 'banyak', 'tuju', 'susah', 'cari', 'baik', 'map', 'nya', 'karena', 'tuju', 'cari', 'gak', 'muncul', 'peta', 'maxim', 'jadi', 'alih', 'aplikasi', 'belah']",negatif
"['aplikasi', 'ojol', 'paling', 'gak', 'jelas', 'kata', 'ongkos', 'cuma', 'isi', 'tinggal', 'sisa', 'saldo', 'kaspro', 'trus', 'kata', 'ongkos', 'tp', 'isi', 'jg', 'lgsg', 'ludes', 'sisa', 'saldo', 'kaspro', 'tetep', 'jd', 'dana', 'endap', 'gabisa', 'tambah', 'dipake', 'yg', 'duit', 'ilang', 'gajelas']",negatif
"['driver', 'nya', 'baik', 'ramah']",positif
"['langgan', 'pake', 'maxim', 'sering', 'driver', 'ga', 'attitude', 'songong', 'belagu', 'sering', 'nunggu', 'posisi', 'sesuai', 'apk', 'drivernya', 'ga', 'nemu', 'nyata', 'baru', 'sampe', 'kalau', 'bintang', 'gw', 'kasih', 'bintang', 'driver', 'banyak', 'yg', 'kocag', 'udah', 'nungguin', 'ga', 'dateng', 'dateng', 'apk', 'udah', 'klik']",positif
"['ni', 'maxim', 'terima', 'orang', 'buat', 'jasa', 'pijat', 'apa', 'ga', 'pake', 'seleksi']",positif
"['baik', 'layan', 'nya']",positif
"['d', 'perbaikin', 'pesan', 'drivernya', 'jauh', 'banget', 'masa', 'sy', 'order', 'dr', 'sawangan', 'dapet', 'driver', 'dr', 'cipayung', 'malah', 'lebih', 'jauh', 'lg', 'padahal', 'tarif', 'naik', 'd', 'baik']",positif
"['sangat', 'payah', 'sekali', 'driver', 'malas', 'semua', 'hujan', 'padahal', 'cepat', 'tambah', 'rupiah', 'sangat', 'harap', 'urgent']",negatif
['nyaman'],positif
"['rasa', 'rugi', 'pesan', 'maxim', 'motor', 'aplikasi', 'cuma', 'masuk', 'satu', 'driver', 'double', 'klik', 'driver', 'pertama', 'datang', 'bukan', 'driver', 'terima', 'order', 'tau', 'nama', 'tuju', 'jadi', 'driver', 'udah', 'nunggu', 'diduluin', 'sama', 'driver', 'terus', 'driver', 'rasa', 'jadi', 'korban', 'karna', 'udh', 'naik', 'driver', 'yg', 'duluan', 'dtg', 'minta', 'rugi', 'aku', 'rasa', 'rugi', 'karna', 'ganti', 'rugi', 'double', 'harga', 'tuju']",negatif
"['jelek', 'maaf', 'aja', 'drivernya', 'suka', 'batalin', 'order']",negatif
"['tambahin', 'fitur', 'batal', 'maxim', 'food', 'mikir', 'dong', 'orang', 'buru', 'buru', 'urus', 'ato', 'ga', 'sengaja', 'pencet']",positif
"['jadul', 'hari', 'gin', 'gak', 'kirim', 'foto', 'lewat', 'chat', 'map', 'nya', 'gak', 'akurat', 'bikin', 'salah', 'paham', 'sama', 'driver', 'mulu']",negatif
"['lebih', 'byk', 'ojol', 'dr', 'penumpangtutup', 'daftar', 'bos', 'klau', 'mau', 'tahan']",positif
"['jelasmntak', 'nomor', 'tlpon', 'kasih']",positif
"['kapok', 'naik', 'maxim', 'mobil', 'bandara', 'soekarno', 'hatta', 'mehong', 'ongkos', 'byk', 'tambah', 'biaya', 'dak', 'jelas', 'drivernya', 'beri', 'sanksi', 'mungkin', 'putus', 'mitra', 'kayak', 'ojol', 'belah', 'yg', 'ijo', 'tegas', 'atur', 'min']",negatif
"['pengemudix', 'yg', 'gak', 'jujurad', 'yg', 'minta', 'kali', 'uang', 'ongkirx']",positif
"['aplikasi', 'tolol', 'mau', 'daftar', 'kaga', 'gimana', 'mau', 'mudah', 'kastamer', 'kalo', 'kaya', 'begini', 'cara', 'nya', 'payah']",positif
"['drivernya', 'aneh', 'aneh', 'masalah', 'gaada', 'ramah', 'tamah', 'suka', 'batal', 'pesan', 'enak']",positif
"['gila', 'driver', 'kagag', 'nunggu', 'kasih', 'fitur', 'nunggu', 'mnt', 'nambah', 'rb', 'gila']",positif
"['nyetir', 'mobil', 'nya', 'ugal', 'ugalan', 'hampir', 'bahaya', 'kemudi']",negatif
"['delivery', 'and', 'handling', 'fee', 'nya', 'eror', 'terus', 'tlong', 'lah', 'diperbaikin', 'gak', 'sesuai', 'sekali', 'jarak', 'nya']",negatif
"['order', 'makan', 'apknya', 'gak', 'jelas']",negatif
"['ui', 'gk', 'tarik', 'ux', 'cacat', 'banyak', 'fitur', 'yg', 'gk', 'guna', 'order', 'lama', 'bgt', 'konfirmasi', 'mau', 'cancel', 'cuma', 'menu', 'ubah', 'order', 'developer', 'layak', 'udah', 'maksa', 'buat', 'aplikasi']",negatif
"['maps', 'susah', 'cari']",negatif
"['driver', 'sulit', 'cari', 'klo', 'posisi', 'jauh', 'driver', 'mikir', 'mau', 'njemput', 'tarif', 'ga', 'masuk', 'hitung']",negatif
"['drivernya', 'makin', 'kesini', 'rem', 'banget', 'sering', 'maksa', 'minta', 'no', 'hp', 'suruh', 'order', 'luar', 'aplikasi']",positif
"['kali', 'kali', 'minta', 'kode', 'respon', 'sama', 'sekali', 'minta', 'kode', 'minta', 'kode', 'sms', 'x', 'lewat', 'telfon', 'cmn', 'dtk', 'layan', 'buruk', 'cs', 'apa', 'jam']",negatif
"['sering', 'telat', 'sekolah', 'garagara', 'drivernya', 'lama', 'jemput', 'kek', 'ga', 'niat', 'jadi', 'ojek', 'kalo', 'ga', 'niat', 'ga', 'usah', 'ngojek', 'dong', 'pernah', 'mau', 'berangkat', 'drivernya', 'malah', 'pergi', 'ninggalin', 'jadi', 'paksa', 'pesan', 'yg', 'dh', 'order', 'hampir', 'nunggu', 'menit', 'ga', 'respon', 'drivernya', 'nyata', 'malah', 'makan', 'kek', 'bilang', 'dong', 'kalo', 'makan', 'dah', 'nunggu', 'lama', 'gitu', 'malah', 'ga', 'bilang', 'alhasil', 'telat', 'dong', 'aku', 'sekolah', 'kadang', 'dah', 'nunggu', 'lama', 'terus', 'dah', 'cancel', 'malah', 'baru', 'gerak', 'kek', 'apasih', 'niat', 'ga', 'jadi', 'driver', 'ojek']",negatif
"['sangat', 'gk', 'puas', 'sma', 'aplikasi', 'nyagofood', 'nya', 'ribet']",positif
"['kalau', 'promosi', 'niat', 'dong', 'masa', 'udah', 'masukin', 'promo', 'dpt', 'k', 'saldo', 'pake', 'kata', 'fotoin', 'admin', 'nya', 'udah', 'tunggu', 'beberapa', 'jam', 'ga', 'balas', 'balas', 'tolol', 'ga', 'niat', 'banget', 'admin', 'nya']",negatif
"['mapping', 'gak', 'lengkap', 'bingung', 'delete', 'aplikasi']",negatif
"['susah', 'order', 'nya']",negatif
"['parahcacatdan', 'jelek']",negatif
"['awal', 'senang', 'pakai', 'aplikasi', 'maxim', 'tp', 'lama', 'lama', 'makin', 'kesal', 'masa', 'bikin', 'tuju', 'jemput', 'udh', 'benar', 'malah', 'jemput', 'tempat', 'tuju', 'aneh', 'kalau', 'gak', 'tau', 'chat', 'kek', 'tanya', 'jangan', 'sok', 'tau', 'hadehh', 'terus', 'kasih', 'alamat', 'udh', 'jalan', 'deket', 'malah', 'cari', 'jalan', 'paling', 'jauh', 'sampe', 'kadang', 'telat', 'kadang', 'byk', 'yg', 'minta', 'cancel', 'dgn', 'alas', 'ban', 'bocor', 'banyak', 'bgt', 'lah', 'alesannnya']",negatif
"['sen', 'mobil', 'lama', 'minta', 'ampun']",positif
"['dulu', 'pakai', 'cuman', 'sejak', 'aku', 'sen', 'mobil', 'buat', 'anter', 'orang', 'tua', 'aku', 'supir', 'nya', 'jalan', 'sesuai', 'maps', 'sangat', 'jauh', 'terus', 'driver', 'nya', 'marah', 'mau', 'nurun', 'kan', 'keluarga', 'aku', 'padahal', 'liat', 'maps', 'terus', 'mintak', 'tambah', 'ongkos', 'hampir', 'kali', 'lipat', 'order', 'keluarga', 'kau', 'paksa', 'nurut', 'aja', 'kerna', 'erti', 'rute', 'tempat', 'aku', 'aku', 'buat', 'lapor', 'maxsim', 'driver', 'nya', 'malah', 'besok', 'nya', 'rute', 'order', 'malam', 'jadi', 'tuju', 'jadi', 'troma', 'takut', 'sesat']",negatif
"['aku', 'udah', 'topup', 'saldo', 'maxim', 'aku', 'sendiri', 'cashless', 'eh', 'malah', 'gabisa', 'buat', 'bayar', 'selalu', 'diarahin', 'bayar', 'tunai', 'kalo', 'saldo', 'pls', 'deh', 'baik', 'sayang', 'duit', 'ga', 'guna', 'maxim', 'balikin', 'saldo']",positif
"['aplikasi', 'kirim', 'ribet', 'nyari', 'alamat', 'aja', 'susah', 'minta', 'apun', 'baik', 'dong']",positif
"['aplikasi', 'rusak']",negatif
"['hp', 'maps', 'nya', 'gak', 'min', 'garis', 'doang', 'susah', 'kalau', 'cari', 'alamat', 'ny', 'gimana']",negatif
"['susah', 'banget', 'login', 'nya', 'udh', 'nomor', 'nunggu', 'otp', 'ngga', 'muncultaunya', 'udh', 'lebih', 'batas', 'baik', 'layan', 'kok', 'gak', 'jelas']",negatif
"['awal', 'kasih', 'bintang', 'full', 'gak', 'masalah', 'murah', 'aplikasi', 'sebelahnah', 'hari', 'kecewa', 'berat', 'dgn', 'driver', 'maxim', 'yg', 'benar', 'kasar', 'padahal', 'sy', 'sedang', 'bawak', 'anak', 'kecil', 'sy', 'sampe', 'takut', 'pas', 'bapak', 'driver', 'ngegas', 'bentak', 'depan', 'umumpokoknya', 'alam', 'paling', 'enak', 'lama', 'guna', 'aplikasi', 'maximjika', 'kenan', 'oknum', 'driver', 'nya', 'out', 'ajabahaya', 'min', 'sempat', 'bawak', 'ibuk', 'yg', 'sakit', 'jantungasli', 'trauma', 'sy', 'rasa', 'sampe', 'detik', 'inijika', 'butuh', 'info', 'driver']",negatif
['mantap'],positif
"['baik', 'aplikasi', 'chat', 'driver', 'customer', 'suka', 'lelet', 'malah', 'sering', 'masuk', 'pas', 'order', 'cancel', 'sama', 'drivernya', 'sampe', 'bilang', 'nipu', 'gara', 'gara', 'bales', 'chat', 'padahal', 'emang', 'chatnya', 'masuk']",negatif
"['mau', 'cek', 'estimasi', 'tarif', 'pas', 'cek', 'langsung', 'order', 'kocak', 'ni', 'aplikasitiba', 'driver', 'uda', 'smp', 'loby', 'pas', 'cek', 'notifikasi', 'aplikasi', 'ga', 'uda', 'cancel', 'maksimal', 'ni', 'aplikasi', 'ga', 'kaya', 'grab']",positif
"['punya', 'aplikasi', 'ewallet', 'dicancel', 'jadi', 'tunai', 'kecewa', 'banget', 'map', 'nya', 'batas', 'pokok', 'nya', 'kecewa', 'banget', 'pakai', 'maxim']",negatif
"['td', 'pagi', 'tabrak', 'driver', 'maxim', 'lindas', 'kaki', 'ku', 'kaca', 'spion', 'pecah', 'kap', 'lampu', 'pecah', 'eh', 'kabur', 'padahal', 'langgan', 'setia', 'aku', 'bukan', 'menyamaratakan', 'laku', 'semua', 'driver', 'maxim', 'tp', 'udh', 'ga', 'mood', 'pake', 'maxim', 'tq']",negatif
['mantap'],positif
"['apk', 'paling', 'ga', 'jelas']",negatif
"['pandai', 'terima', 'kasi']",positif
"['mohon', 'maaf', 'mohon', 'tingkat', 'layan', 'nya', 'banyak', 'driver', 'maxim', 'kurang', 'ajar', 'sopan', 'mentang', 'mentang', 'murah', 'waktu', 'sepelekantolong', 'eprbaiki', 'drivernya', 'guna', 'etika', 'baik', 'kalo', 'perlu', 'hapus', 'aplikasi', 'nya', 'playstore', 'sangat', 'resah']",positif
"['adu', 'bila', 'barang', 'tinggal', 'gmana', 'contoh', 'hp']",negatif
"['sering', 'tolak', 'driver', 'cari', 'driver', 'susah', 'bgt', 'driver', 'bego', 'semua']",negatif
"['kali', 'cari', 'driver', 'nya', 'luar', 'negeri', 'aja', 'apl', 'gj']",positif
"['baik', 'mesen', 'maxim', 'nunggu', 'lama', 'banget', 'padahal', 'banyak', 'driver', 'nya', 'keliar', 'ga', 'dapet']",positif
"['aplikasi', 'ababil', 'driver', 'kena', 'langgar', 'berat', 'gantung', 'emang', 'maxim', 'mau', 'gantung', 'driver', 'maxim', 'fix', 'kompeni']",positif
"['susah', 'sekali', 'dapat', 'kode', 'otorisasi']",negatif
